"","gender","age","home_lang","english_length_nohome","wear_glasses","employment","annual_income","education","male_model","shade","clear_shade","med_shade","dark_shade","p_glasses","p_shade","p_pupilvis","ads_trust","ads_goalinform","ads_informative","ads_truthful","ads_reliablesource","ads_truepicture","ads_accuratelyinformedby","ads_essentialinfo","recommend","wtb","value_assess","model_competent","model_pushyr","model_genuine","model_professional","model_credible","model_fake","model_follower","model_sincere","model_moral","model_assertive","model_charm","model_suspicious","model_peaceful","model_calm","model_subordinate","model_knowledgeable","model_sociable","model_trustworthy","model_honest","model_friendly","model_reliable","model_manipulative","model_experienced","model_respectful","model_phony","model_familiar","model_nosecret","model_mysterious","model_known","model_natural","model_notweird","model_clear","model_attract","model_classy","model_sexy","model_beautiful","model_elegant","model_warm","product_unsatisfac","product_lowqual","product_bad","product_dislike","product_awful","product_negative","product_unfavorable","product_common","product_useless","product_worthless","product_notunique","product_inexpensive","ad_describe","adrate_bad","adrate_unfavorable","adrate_lowqual","adrate_negative","adrate_unattract","adrate_useless","adrate_awful","adrate_notapprop","adrate_ineffective","adrate_unconvinc","female_clear","male_clear","female_med","female_dark","male_med","male_dark"
"239",1,46,"English","",1,1,2,5,1,2,0,0,1,1,5,5,4,3,2,4,3,4,3,2,2,2,"300",5,4,5,4,5,4,4,3,4,5,5,3,5,5,3,5,5,5,5,5,5,4,5,4,3,5,5,4,5,3,5,5,4,3,3,3,2,5,4,4,4,4,4,4,4,5,4,4,4,4,"An advertisement for a set of furniture. There was a picture of the furniture and a man in a check shirt and sunglasses. The quote said ""it's my choice because it's the right choice"". Personally I would rather have seen a better picture of the product on sale, more information about the product and also more information about the retailer selling it.",5,5,5,5,5,5,5,3,5,5,0,0,0,0,0,1
"240",2,21,"spanish","10 years",2,1,2,2,0,0,1,0,0,1,1,4,2,2,2,2,2,2,2,2,3,5,"500",4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,6,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,7,3,4,4,4,4,7,5,4,7,7,"It's an advertisement about furniture. The ad is pretty simple does not give much information about what they sell.",2,6,4,3,6,4,4,4,4,6,1,0,0,0,0,0
"241",1,22,"English","",1,6,1,3,0,2,0,0,1,2,2,2,3,4,3,4,4,4,3,4,6,2,"900",6,4,6,6,4,4,4,5,4,6,5,2,3,6,3,4,6,5,5,6,6,4,4,5,3,4,6,2,4,6,7,7,6,6,4,6,6,6,1,2,2,2,1,1,1,2,2,2,3,4,"It's an ad for a chair set and a woman is offering what seems to be a testimonial. The ad shows a nice blend of color and has a tasteful design. ",2,1,2,1,2,2,1,1,1,2,0,0,0,1,0,0
"242",1,54,"English","",1,1,4,3,1,2,0,0,1,1,5,4,4,4,2,3,4,4,4,2,3,6,"300",4,5,3,3,3,6,5,3,4,4,2,6,4,4,4,3,4,2,4,4,3,6,4,3,6,2,3,4,3,3,2,2,2,2,2,2,2,2,4,4,4,4,3,4,4,4,3,3,4,4,"An ad for a wicker outdoor furniture set. Offers styles to suit any tastes. A man gives an endorsement saying he made the right choice. Overall the ad isn't convincing and I found it odd.",6,6,6,6,5,5,6,3,6,7,0,0,0,0,0,1
"243",1,30,"english","",2,1,2,2,0,0,1,0,0,1,1,1,3,2,3,3,3,3,3,2,4,4,"400",5,5,6,6,6,4,4,6,6,6,6,6,6,6,4,4,6,4,4,6,4,4,4,6,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,5,4,4,4,3,5,7,5,5,7,7,"Is an advertisement where a woman appears wearing glasses announcing furniture.",3,3,6,4,5,5,3,3,5,7,1,0,0,0,0,0
"244",1,32,"English","",2,2,2,2,0,1,0,1,0,2,1,4,2,2,1,2,2,2,1,2,7,7,"250",7,2,7,7,6,1,1,7,7,6,6,1,7,7,6,7,7,6,6,7,7,1,6,7,1,4,4,3,4,6,5,4,6,7,6,6,7,7,2,1,1,2,2,1,1,2,2,1,1,1,"I seen an ad with a women talking about how it is your style and how you should make it what you want to by putting your own style on it.",2,1,1,2,1,2,2,1,1,1,0,0,1,0,0,0
"245",1,31,"english","",2,2,2,2,1,0,1,0,0,1,1,1,3,3,3,3,3,3,3,3,2,6,"500",5,3,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,4,4,4,5,5,4,4,4,5,7,"It is a simple advertisement offering quality furniture. But the information that the ad provides is too little to evaluate.",3,5,5,6,4,4,5,3,4,5,0,1,0,0,0,0
"246",1,23,"english","",2,2,2,2,1,1,0,1,0,1,2,2,3,3,3,3,3,3,3,3,6,3,"500",4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,6,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,6,4,4,6,7,"The ad offers furniture with quality and comfortable styles. The ad also shows a man with glasses",3,4,6,4,4,6,4,4,6,6,0,0,0,0,1,0
"247",1,30,"English","30 years",2,2,2,5,0,1,0,1,0,1,3,4,3,2,2,3,4,3,3,3,5,3,"399.99",5,5,4,5,5,3,3,3,5,3,3,3,3,3,4,4,4,5,4,5,5,3,3,4,5,3,5,3,3,4,4,6,5,4,3,4,3,5,4,3,3,3,3,3,3,4,3,4,3,5,"There is a smiling woman with sunglasses.  The advertisement was for deck chairs.",3,3,4,3,3,4,3,3,3,4,0,0,1,0,0,0
"248",2,58,"English","n/a",1,4,1,3,0,2,0,0,1,1,5,5,4,3,3,4,4,4,4,3,2,5,"400",6,5,4,6,6,4,2,4,6,6,6,2,5,6,2,5,6,5,5,6,5,4,4,5,4,6,6,2,5,5,6,7,6,6,5,5,6,6,5,5,5,5,5,5,5,6,3,6,7,5,"The heading says 'stylish options sure to suit any taste.' In the background there is furniture to the right is a woman wearing sunglasses and a check shirt saying ' It's my choice because it's the right choice. If it's furniture your selling this should be in the foreground not the background, the woman is placed in a far too prominent position. /  ",5,5,5,5,4,5,5,6,6,6,0,0,0,1,0,0
"249",2,43,"English","",2,3,2,1,1,1,0,1,0,1,3,3,4,4,4,4,4,4,4,4,5,4,"400",4,4,2,4,1,4,4,2,5,4,2,4,6,6,3,4,4,4,4,4,2,5,5,4,5,5,5,3,4,4,5,5,3,3,3,3,4,4,4,3,3,3,4,4,4,3,3,4,4,2,"a wicker furniture set with gray cushions, and a man crossing his arms in a plaid shirt. The man was a little out of place and if the furniture is so comfortable, he should've been sitting on the seat instead of out of the frame. ",5,5,3,4,3,4,4,3,4,5,0,0,0,0,1,0
"250",2,62,"english","",2,1,4,5,1,2,0,0,1,1,4,3,3,2,2,2,2,2,2,2,5,2,"499",6,2,7,5,7,1,3,6,4,5,5,2,6,6,4,5,6,5,5,7,5,4,4,5,1,4,4,3,3,6,6,6,5,4,4,4,4,5,2,2,2,2,2,1,1,2,2,3,1,3,"a yuppie, very much at home with himself chose wicker cause he likes it",2,2,2,1,2,2,2,1,1,1,0,0,0,0,0,1
"251",1,37,"English","",2,1,3,1,1,1,0,1,0,1,5,5,4,3,3,4,5,4,5,3,5,2,"1000",6,1,5,6,5,2,4,4,4,4,4,1,5,6,4,5,5,6,6,5,5,1,5,5,1,7,7,1,6,6,7,5,5,5,2,3,1,5,2,4,2,3,3,3,4,3,5,4,6,4,"The ad is fine.  While it is simple and clean, it also does not stand out to me or grab my attention. I think the guy looks out of place. On the flip side, it looks comfortable and classy.  I would stop and look at it if I were buying furniture. The price needs to be listed.",3,3,4,3,3,5,3,1,4,5,0,0,0,0,1,0
"252",2,53,"English","",1,2,5,5,0,0,1,0,0,1,1,2,4,2,3,2,2,4,3,4,2,6,"285",6,4,5,5,6,3,4,5,4,6,5,1,1,1,4,5,6,4,4,5,5,3,4,6,4,5,7,7,4,6,7,7,6,5,4,5,4,6,4,5,5,6,4,4,5,6,3,4,6,6,"It is an advert for a three piece set of wicker furniture, featuring grey/brown cushions.  A woman is presented in the foreground with the text 'it is my choice because it is the right choice'. The advert suggests this furniture will appeal to everyone and is suitable for entertaining in comfort.",6,6,6,5,5,5,5,2,5,6,1,0,0,0,0,0
"253",2,51,"english","",2,4,3,4,0,1,0,1,0,1,3,2,2,2,2,3,2,2,4,2,6,2,"450",5,2,5,5,6,6,5,3,3,4,6,2,5,2,4,6,4,5,6,6,6,2,6,1,1,5,6,2,4,6,7,6,5,6,4,6,6,7,2,2,3,1,2,2,2,4,4,3,4,3,"I see furniure *wicker""  I like the furniture and the ad in whole",2,2,3,1,2,3,2,3,3,2,0,0,1,0,0,0
"254",1,47,"English","",1,1,3,3,0,0,1,0,0,2,1,3,4,2,3,4,3,2,3,2,3,5,"200",4,3,5,4,5,4,3,5,4,5,5,3,5,6,4,4,5,5,5,6,5,4,3,4,4,5,5,3,3,6,7,4,6,6,6,5,5,7,3,4,3,4,2,3,3,5,3,4,7,4,"A picture of a wicker seat and sofa, with a women stood next to it with a quote from her. The Ad was okay, pretty standard, with nothing extraordinary about it.",3,3,4,3,3,3,2,1,5,5,1,0,0,0,0,0
"255",2,44,"english","",2,2,2,2,1,1,0,1,0,1,4,2,4,4,3,4,4,4,4,4,5,4,"300",4,4,3,4,3,7,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,7,3,4,4,3,3,3,4,5,4,3,3,3,3,3,2,3,2,2,2,2,3,3,3,3,4,"shows the product well but I feel the person doesn't really fit.  It would be better to show a couple using the furniture but to just have the man standing there for no reason looks odd",4,3,3,3,3,3,3,3,4,4,0,0,0,0,1,0
"256",1,63,"English","",1,5,3,6,0,2,0,0,1,1,5,5,4,4,4,4,4,4,4,4,4,6,"175",3,5,2,3,2,6,4,2,4,5,4,4,4,5,3,3,5,4,4,4,4,4,4,5,6,5,5,2,5,5,6,6,4,4,3,5,3,5,3,3,3,3,3,2,3,4,3,3,5,4,"grey cushions  wicker seating  young woman wearing red plaid shirt  and sunglasses. Words  include  it's my choice   and   the right choice    all weather  wicker seating / Words and  what was being advertised did not seem have any obvious connection   would not have inspired me to buy the product",5,5,6,4,5,5,4,6,6,6,0,0,0,1,0,0
"257",1,30,"English","",1,1,4,5,1,1,0,1,0,1,3,4,4,4,4,5,4,5,5,5,1,5,"600",1,7,1,1,1,7,7,1,4,5,1,5,3,4,5,1,3,1,1,4,1,7,1,4,7,1,7,1,5,4,1,4,1,1,1,1,1,1,3,4,4,4,3,3,3,7,4,3,7,1,"I saw a picture of a set of outdoor set in grey with a table with a tea set on. There was text saying how comfortable the set is. To the right with a picture of a man smiling in a plaid shirt and  wearing sunglasses was text saying how the choice was a correct one because they'd chosen it.",6,5,4,3,5,4,4,6,6,6,0,0,0,0,1,0
"258",1,55,"english","",1,1,3,5,1,2,0,0,1,1,5,4,4,4,4,3,4,3,3,4,3,3,"200",4,5,2,3,4,6,4,2,4,5,4,5,4,4,3,4,6,4,4,5,4,6,4,4,6,4,4,3,3,3,4,5,5,3,4,4,2,3,3,4,3,3,3,3,3,5,3,4,6,5,"saw a furniture set and a man wearing sunglasses looking rather smug with his arms crossed",4,4,3,4,2,3,4,3,4,4,0,0,0,0,0,1
"259",2,57,"English","",1,5,2,3,1,0,1,0,0,1,1,2,3,4,2,3,3,3,2,2,1,7,"150",4,2,4,4,4,2,4,6,4,4,4,2,6,6,4,6,4,5,5,2,6,3,2,5,2,6,6,2,2,7,7,7,2,2,1,1,1,3,7,7,7,7,6,6,6,7,1,6,7,7,"A wicker love seat with grey cushion sits between two matching chaits.  A young man wearing dark framed glasses and a red flannelshirt says something to the effect that It's the right choice, because it's my choice.",4,5,7,5,6,1,2,3,1,3,0,1,0,0,0,0
"260",2,40,"English","",1,1,4,6,1,0,1,0,0,2,1,1,2,2,2,2,2,2,2,2,5,3,"850",6,3,5,6,6,2,4,5,4,4,4,2,5,6,4,5,5,5,5,6,6,2,5,5,2,5,6,2,2,6,6,6,5,5,2,4,3,5,2,2,2,2,2,2,2,4,2,3,4,3,"This looks like a high quality product.  A lot of people would find this product to be useful.",2,2,2,2,2,2,2,2,2,4,0,1,0,0,0,0
"261",2,76,"English","",1,5,7,3,1,1,0,1,0,1,3,3,4,3,2,3,3,3,3,3,6,2,"500",7,1,7,7,7,1,1,7,7,6,6,1,6,7,3,7,7,7,7,7,7,4,7,7,2,6,6,3,3,6,6,7,6,5,4,3,3,5,1,1,1,1,1,1,1,1,1,1,1,2,"It's my choice - the right choice.  Wicker furniture with cushions looks very nice.",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"262",2,39,"english","",1,3,3,2,0,2,0,0,1,1,2,2,2,2,1,2,2,2,2,2,6,3,"900",5,2,5,4,6,4,5,6,5,4,4,3,4,5,4,4,4,5,4,5,4,2,4,5,2,4,5,2,5,5,6,5,5,3,4,5,2,4,2,4,3,3,3,3,2,4,3,2,3,4,"a wicker set with gray pillows. a woman in a flannel and see through sunglasses",3,3,4,2,4,3,2,3,3,3,0,0,0,1,0,0
"263",1,50,"English","n/a",1,1,2,6,1,2,0,0,1,1,5,5,4,4,3,2,4,3,2,4,2,7,"600",5,5,1,4,3,7,5,2,3,6,2,5,3,5,2,4,3,3,3,3,2,2,4,3,7,3,3,2,2,2,5,3,4,2,2,1,2,3,3,4,3,3,4,3,4,5,3,3,6,4,"There was a set of wicker conservatory furniture in the background and a man in a cheque shirt in the foreground. / It was a bit confusing as the wording of the advertisement did not seem that clear whether it was the furniture or the clothing the man was wearing that were being advertised.",6,5,6,4,4,6,5,4,5,6,0,0,0,0,0,1
"264",1,36,"spanish","none",2,1,1,6,0,2,0,0,1,2,5,2,1,1,1,3,2,2,2,1,7,1,"800",6,1,7,7,7,1,4,4,4,6,6,4,4,4,4,4,4,6,4,6,4,4,4,4,4,6,4,4,2,6,4,4,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,"This is a publicity of furniture where especify the comfort and quality of his products",1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
"265",1,32,"English","",2,1,3,2,0,2,0,0,1,1,4,4,2,1,2,2,2,2,1,1,7,2,"400",7,2,6,6,5,1,3,6,6,5,5,2,6,5,5,5,6,5,5,5,6,1,7,6,1,5,2,5,3,5,7,3,6,5,5,6,6,6,2,1,1,2,1,3,3,3,1,1,3,4,"Was bout plump cushions, with a woman wearing glasses on the right hand side.",2,2,1,2,1,3,2,2,2,1,0,0,0,1,0,0
"266",2,35,"English","",2,1,2,5,1,1,0,1,0,1,4,5,1,1,1,1,1,1,1,1,7,1,"1200",7,1,7,7,7,1,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,4,7,7,1,7,7,4,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,3,"It is a man of dark glasses of friendly aspect that is promoting a garden furniture made of wood and gray cushions",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"267",2,58,"English","N/A",1,5,4,3,1,0,1,0,0,1,2,3,2,4,2,2,4,3,2,2,3,5,"800",4,2,7,5,6,2,3,7,7,6,6,2,6,7,4,4,4,6,6,6,5,2,2,6,1,6,7,2,6,6,6,6,6,5,5,6,2,6,5,5,5,3,5,5,5,3,2,6,5,6,"I saw a young man standing in front of some patio furniture.  The young man was dressed in a checked shirt and was saying that his choice is the ""right"" choice, I suppose because it's his choice.  The furniture is described as comfortable, with deep cushions, for entertaining.",5,5,6,6,2,3,4,2,6,6,0,1,0,0,0,0
"268",1,57,"English","",1,5,3,5,0,0,1,0,0,1,1,1,4,4,3,2,2,2,2,2,1,2,"400",4,4,1,7,1,7,7,1,4,4,6,5,5,6,6,2,4,2,3,4,4,6,5,4,7,4,4,1,1,1,4,3,6,6,6,6,6,4,2,3,2,2,2,2,2,4,1,3,5,4,"Wicker furniture with plush cushions. Advertised as stylish. Picture of actress superimposed on the furniture, and unattributed quote about choice.",6,6,3,6,3,4,3,4,5,6,1,0,0,0,0,0
"269",1,44,"English","",1,1,4,5,0,1,0,1,0,1,5,4,2,1,1,2,1,2,2,1,5,2,"250",6,4,6,5,6,2,4,5,6,5,5,2,5,6,4,5,6,6,5,7,6,2,5,6,2,5,6,2,5,6,6,6,6,7,5,6,5,6,3,3,2,2,1,3,2,2,3,3,2,2,"I saw an ad for stylish and comfortable wicker furniture with the image of a lady next to it.  I understand the need to humanize the ad, but the style and dress of the lady seems counter to the style of the furniture.",3,2,3,3,2,4,3,1,2,3,0,0,1,0,0,0
"270",2,40,"English","n/a",2,4,6,5,1,0,1,0,0,1,1,1,4,4,4,3,4,3,5,3,4,3,"500",4,5,3,4,4,4,4,4,4,5,4,1,6,7,4,4,6,4,4,6,4,6,4,3,4,4,7,1,4,7,7,7,4,4,2,4,1,6,2,2,2,4,2,2,3,4,2,4,6,4,"I didn't like the tagline - 'It's my choice because it's the right choice.' It seemed too concrete, like only his opinion was worth considering and that if someone else chose another option it might not be the right choice. There was a description talking about the benefits of the product (able to stand up to weather, comfortable, etc), and there was also a statement about having styles to suit every need. ",4,5,2,5,3,3,4,4,4,4,0,1,0,0,0,0
"271",2,42,"english","",2,1,3,5,1,1,0,1,0,1,3,2,5,1,2,4,3,3,4,2,7,1,"600",7,1,7,6,7,1,4,7,7,7,7,3,7,7,1,6,7,7,7,7,7,1,5,6,1,7,7,1,7,7,7,7,7,6,7,7,6,7,1,1,1,1,1,1,1,1,1,1,1,1,"There's a man smiling and seems very happy. There's a set of wicker that they are advertising.",1,1,1,1,1,1,1,1,2,2,0,0,0,0,1,0
"272",1,29,"english","all my life",1,1,5,6,1,2,0,0,1,1,3,5,2,3,1,2,2,2,2,2,7,1,"50",7,1,7,7,7,1,1,7,7,7,7,1,7,7,5,7,7,7,7,7,7,1,7,7,4,4,7,1,4,7,6,7,6,7,6,7,7,6,1,1,1,1,1,1,1,1,1,1,1,4,"i saw a seats, a guy a glasses and a coffe cups, the guy is making a adventisement about the seats, he say that they are so confortable and full styled",1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1
"273",2,39,"english","",1,2,3,3,1,1,0,1,0,1,5,5,3,3,2,3,2,2,2,2,4,4,"780",5,6,2,4,4,6,4,3,4,6,3,4,2,4,3,5,4,4,4,4,4,6,4,4,6,5,2,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,3,3,4,4,4,4,4,4,"it was a man and a set of wicker furniture and he was stating that it was the correct choice to make ",4,4,5,5,4,4,4,2,4,6,0,0,0,0,1,0
"274",2,58,"English","",1,4,7,5,1,2,0,0,1,2,1,5,2,1,1,2,2,1,1,1,7,1,"3000",6,2,7,4,4,2,4,7,7,3,6,2,7,7,7,5,7,6,6,7,6,2,4,7,1,7,7,1,7,7,7,7,6,5,5,3,2,6,1,1,1,1,1,1,1,3,1,1,3,3,"ad for outdoor weather resistant wicker furniture, male model wearing a red and black check shirt with sunglasses",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
"275",2,64,"English","",1,5,6,5,0,1,0,1,0,2,2,1,2,2,2,2,3,3,3,2,4,3,"1300",5,3,4,5,5,3,5,5,6,3,5,2,6,6,5,5,6,5,5,6,6,2,4,6,4,6,5,2,3,5,7,6,6,5,4,4,3,6,3,4,3,2,2,3,3,7,2,4,7,5,"A woman in a plaid shirt is standing in front of a wicker chair set.  The set is grey.  There is a coffee set on a table in front  It looks a little dumb to have the coffee pot on the table.",3,3,4,3,3,2,2,3,4,5,0,0,1,0,0,0
"276",2,32,"English","",1,7,3,5,0,0,1,0,0,2,3,2,4,4,3,4,4,4,4,4,3,6,"450",5,6,3,4,3,5,2,3,4,6,4,5,3,4,2,4,4,3,3,4,4,5,4,4,6,3,4,4,4,3,4,4,4,4,4,4,4,3,5,4,4,5,4,5,5,6,4,4,5,5,"An advert for a wicker furniture set. A woman stating quite firmly that it is the right choice.",5,5,6,4,5,5,4,5,5,6,1,0,0,0,0,0
"277",1,41,"English","",2,2,2,3,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,7,1,"400",7,1,7,7,7,1,1,7,7,7,7,1,7,7,1,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,"Stylish options for sofas, and why they are stylish and how they can benefit the consumer. ",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"278",NA,24,"English ","",2,2,1,2,1,1,0,1,0,1,3,3,3,1,1,3,2,2,2,2,6,6,"1,750",7,4,5,5,4,2,4,5,4,5,6,2,6,7,4,4,6,4,NA,6,NA,6,NA,NA,NA,NA,NA,NA,NA,7,7,7,1,1,1,6,6,6,1,1,1,1,1,1,1,3,1,2,4,1,"Its a display of exceptional style and maximum comfort that a cushion can deliver ",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"279",1,30,"Ingles","30",2,2,3,6,0,1,0,1,0,2,5,5,1,1,1,1,1,1,1,1,7,7,"20",7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,"Publicidad relacionada con el estilo y moda interesante debidp q esta muy equitativamente relacionado con la bellesa y muy bello  parece paris o algo de el pais ",1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
"280",2,31,"English","always",1,4,2,2,1,0,1,0,0,1,1,2,4,4,4,4,4,4,3,3,4,4,"150",4,5,4,3,4,4,5,4,4,5,4,2,4,4,3,4,4,4,4,5,5,4,4,5,5,4,6,6,4,5,4,5,4,1,1,1,1,4,3,4,3,3,4,3,4,5,3,4,5,5,"Saw an ad for outside wicker furniture. I didn't like the text that said ""its my choice because its the right choice."" does not sound right.",4,4,4,3,4,3,4,4,4,5,0,1,0,0,0,0
"281",2,46,"English","",1,2,1,5,0,0,1,0,0,1,1,3,5,4,4,4,5,3,2,2,1,7,"800",6,7,1,1,1,7,5,1,4,3,1,7,3,2,4,7,2,1,1,1,1,6,3,2,7,4,3,5,1,1,1,4,5,2,2,5,2,2,6,7,7,7,7,7,7,2,5,6,2,7,"That is one ugly settee! The statement at the bottom of the advert seemed a bit stilted - comfortably entertain? Why does the woman have her arms crossed - isn't that defensive body language? Shouldn't she be open in her posture? It's my choice because it's the only choice... this puts me off buying from this advert. I don't like having my choice restricted, and this comes across as being arrogant and patronising.",7,7,7,7,7,4,6,4,7,7,1,0,0,0,0,0
"282",2,58,"English","",1,7,2,5,1,2,0,0,1,1,4,3,3,4,2,2,5,3,4,3,1,7,"50",4,4,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,6,5,4,4,1,1,4,1,3,2,2,2,2,4,6,6,6,7,7,6,6,7,4,4,7,7,"man in checked shirt wearing glasses 6it,s my choice, so its the right choice"". gray  funishings on cane summer suite., purpoting be plush and confortable but looking anything but! It calls it a set",7,6,7,7,7,6,7,6,7,7,0,0,0,0,0,1
"283",2,26,"English","",2,4,1,5,0,2,0,0,1,1,4,4,3,4,4,3,4,4,3,3,2,7,"300",4,3,3,3,3,5,3,3,4,5,3,4,6,6,5,4,5,4,4,5,4,3,4,4,5,3,5,3,4,5,3,4,6,6,5,6,4,5,3,3,2,4,3,3,3,3,4,3,5,3,"It looks kind of odd that the women featured in the advert is wearing sunglasses, nothing else sticks out.",4,5,4,4,3,5,4,5,5,5,0,0,0,1,0,0
"284",1,44,"English","",1,1,4,5,0,1,0,1,0,1,4,5,3,2,2,4,4,4,3,3,1,7,"50",3,2,2,2,2,6,6,3,4,3,3,4,5,5,5,1,4,2,2,4,2,5,1,4,2,3,6,2,2,2,3,4,4,4,4,4,4,4,5,6,5,6,5,5,6,6,6,5,7,6,"Woman in sunglasses.  Summer furniture in the background.  It is weather resistant wicker furniture.  The ad looks cheap and the product looks cheap.",6,6,6,4,5,6,6,3,7,7,0,0,1,0,0,0
"285",1,28,"english","N/A",2,2,2,6,0,1,0,1,0,1,5,5,5,5,5,4,5,5,5,5,4,5,"1100",5,1,5,6,5,1,4,6,7,6,5,3,7,7,4,5,6,6,6,6,6,3,5,7,3,5,6,2,3,6,5,6,6,6,6,7,3,4,4,3,3,4,3,1,3,3,1,4,4,4,"style and comfort, rest a beautiful girl with dark glasses and light clothes",2,2,3,1,3,2,3,3,3,3,0,0,1,0,0,0
"286",2,39,"English","",2,1,6,5,1,0,1,0,0,1,1,3,5,3,2,3,4,3,4,4,5,3,"500",5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,6,4,4,4,4,4,4,5,3,3,4,3,4,5,4,4,5,3,5,3,3,3,3,3,3,3,6,2,3,4,4,"Outdoor seating made of wicker and cushions.  There's a man off to the side that's a little distracting.",3,3,3,3,2,3,3,2,2,3,0,1,0,0,0,0
"287",2,34,"English","",1,1,4,5,1,1,0,1,0,1,4,4,4,5,3,4,5,4,3,3,6,3,"300",2,1,4,2,1,3,4,4,4,2,1,3,6,5,6,2,4,5,4,6,4,3,2,5,4,2,4,1,1,2,1,1,2,2,1,1,1,5,1,1,1,1,1,1,1,3,2,3,4,5,"I saw a set of wicker patio furniture with descriptive words indicating that they will work with any style.  There was an non-sequitir man in the foreground wearing a flannel shirt--he did not seem to fit with the ad at all.",3,2,4,1,3,4,2,3,4,3,0,0,0,0,1,0
"288",1,40,"English","39",2,1,4,5,0,2,0,0,1,1,5,5,2,2,2,3,2,2,2,2,6,2,"500",4,4,5,6,6,1,3,5,5,6,6,1,3,4,3,6,6,6,6,6,6,1,6,5,1,6,7,1,6,6,7,6,7,7,6,6,6,6,2,1,2,2,1,2,2,2,2,2,2,3,"the advertisement has a very bold and stylish leather furniture, ",2,2,1,2,1,2,1,2,2,2,0,0,0,1,0,0
"289",2,63,"English","",1,5,2,5,1,2,0,0,1,1,4,3,5,5,4,4,5,4,5,3,2,7,"800",4,5,2,2,1,6,3,1,4,5,4,5,4,6,3,4,4,2,2,5,4,5,4,4,6,4,4,4,6,2,4,4,3,3,2,2,2,3,6,4,6,6,6,6,6,4,4,4,6,4,"The human did not seem to match the furniture in style so I found it confusing",4,4,4,4,6,4,4,6,6,6,0,0,0,0,0,1
"290",2,27,"English","",1,3,2,5,1,2,0,0,1,1,5,5,5,5,5,5,5,5,5,5,4,4,"300",4,6,1,3,3,6,4,3,4,5,4,4,3,5,3,4,5,4,3,5,4,5,4,4,6,3,4,3,4,4,4,4,4,2,3,4,1,3,4,4,4,3,3,3,3,6,2,4,6,4,"It was an ad for some wicker furniture that seemed to be trying to be hip.",4,5,5,4,5,6,4,3,6,7,0,0,0,0,0,1
"291",1,37,"English","",2,1,4,6,1,2,0,0,1,1,5,5,5,4,4,5,5,4,5,5,1,7,"300",4,6,2,3,2,7,7,3,4,4,2,6,4,4,6,4,4,3,3,3,3,6,4,4,6,3,3,4,2,1,1,3,2,2,2,2,2,2,5,6,5,6,6,4,6,7,5,6,6,7,"A guy with glasses and behind a set. It's pretty dull as for my grandfather.",7,6,7,4,7,5,6,7,7,7,0,0,0,0,0,1
"292",2,32,"english","na",2,4,3,2,1,1,0,1,0,1,3,3,3,3,3,4,3,3,3,3,4,4,"400",4,6,2,3,3,5,4,3,4,5,3,5,3,4,4,4,4,3,3,3,3,6,4,4,5,3,4,3,2,4,3,4,2,4,2,3,2,3,3,3,3,2,2,1,2,4,2,2,2,4,"plush wicker furniture. seemed kind of pushy to me",4,4,5,3,4,4,3,2,4,5,0,0,0,0,1,0
"293",2,28,"English","",1,1,3,2,0,0,1,0,0,1,1,2,3,2,4,3,3,3,3,3,5,3,"200",4,3,5,5,4,3,4,4,4,4,4,3,5,5,4,4,4,4,4,5,4,4,4,4,4,5,4,3,3,4,5,5,4,5,4,5,4,4,3,3,4,3,3,3,3,4,3,3,4,4,"It was showing a set of wicker furniture that can be used in all-weather. The one thing I noticed is that there was no mention of a brand. ",4,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0
